Date,Open,High,Low,Close,Adj Close,Volume
3/12/2012,80.18,80.269997,79.800003,79.879997,79.879997,0
4/12/2012,79.889999,80.190002,79.610001,79.639999,79.639999,0
5/12/2012,79.589996,79.919998,79.57,79.769997,79.769997,0
6/12/2012,79.800003,80.32,79.57,80.260002,80.260002,0
7/12/2012,80.269997,80.660004,79.730003,80.419998,80.419998,0
9/12/2012,null,null,null,null,null,null
10/12/2012,80.489998,80.660004,80.230003,80.330002,80.330002,0
11/12/2012,80.300003,80.57,80,80.059998,80.059998,0
12/12/2012,80.050003,80.129997,79.709999,79.889999,79.889999,0
13/12/2012,79.870003,80.129997,79.709999,79.93,79.93,0
14/12/2012,79.949997,79.980003,79.5,79.599998,79.599998,0
16/12/2012,null,null,null,null,null,null
17/12/2012,79.629997,79.699997,79.470001,79.57,79.57,0
18/12/2012,79.57,79.699997,79.260002,79.360001,79.360001,0
19/12/2012,79.349998,79.379997,79.010002,79.25,79.25,0
20/12/2012,79.360001,79.459999,79.010002,79.260002,79.260002,0
21/12/2012,79.330002,79.650002,79.300003,79.620003,79.620003,0
23/12/2012,null,null,null,null,null,null
24/12/2012,79.620003,79.709999,79.370003,79.639999,79.639999,0
26/12/2012,79.68,79.779999,79.370003,79.620003,79.620003,0
27/12/2012,79.559998,79.790001,79.360001,79.620003,79.620003,0
28/12/2012,79.660004,79.93,79.589996,79.68,79.68,0
30/12/2012,null,null,null,null,null,null
31/12/2012,79.620003,79.93,79.580002,79.769997,79.769997,0
2/01/2013,79.75,79.93,79.279999,79.849998,79.849998,0
3/01/2013,79.809998,80.459999,79.800003,80.43,80.43,0
4/01/2013,80.550003,80.870003,79.800003,80.5,80.5,0
6/01/2013,null,null,null,null,null,null
7/01/2013,80.510002,80.870003,80.120003,80.260002,80.260002,0
8/01/2013,80.150002,80.68,80.110001,80.349998,80.349998,0
9/01/2013,80.300003,80.639999,80.110001,80.559998,80.559998,0
10/01/2013,80.589996,80.669998,79.669998,79.739998,79.739998,0
11/01/2013,79.790001,80.669998,79.440002,79.559998,79.559998,0
13/01/2013,null,null,null,null,null,null
14/01/2013,79.529999,79.650002,79.349998,79.489998,79.489998,0
15/01/2013,79.5,79.870003,79.349998,79.779999,79.779999,0
16/01/2013,79.690002,79.900002,79.389999,79.800003,79.800003,0
17/01/2013,79.830002,79.900002,79.57,79.650002,79.650002,0
18/01/2013,79.68,80.190002,79.650002,80.050003,80.050003,0
20/01/2013,null,null,null,null,null,null
22/01/2013,80.059998,80.089996,79.690002,79.870003,79.870003,0
23/01/2013,79.879997,80.129997,79.690002,79.919998,79.919998,0
24/01/2013,79.980003,80.150002,79.699997,79.949997,79.949997,0
25/01/2013,80.010002,80.150002,79.68,79.75,79.75,0
27/01/2013,null,null,null,null,null,null
28/01/2013,79.790001,79.93,79.720001,79.779999,79.779999,0
29/01/2013,79.779999,79.93,79.519997,79.559998,79.559998,0
30/01/2013,79.580002,79.860001,79.18,79.279999,79.279999,0
31/01/2013,79.25,79.370003,79.129997,79.209999,79.209999,0
1/02/2013,79.099998,79.370003,78.919998,79.129997,79.129997,0
3/02/2013,null,null,null,null,null,null
4/02/2013,79.190002,79.610001,78.919998,79.550003,79.550003,0
5/02/2013,79.580002,79.790001,79.18,79.489998,79.489998,0
6/02/2013,79.540001,79.860001,79.449997,79.720001,79.720001,0
7/02/2013,79.75,80.279999,79.489998,80.190002,80.190002,0
8/02/2013,80.25,80.279999,79.540001,80.25,80.25,0
10/02/2013,null,null,null,null,null,null
11/02/2013,80.209999,80.400002,80.110001,80.309998,80.309998,0
12/02/2013,80.360001,80.510002,79.919998,80.110001,80.110001,0
13/02/2013,80.050003,80.510002,79.839996,80.089996,80.089996,0
14/02/2013,79.839996,80.620003,79.839996,80.459999,80.459999,0
15/02/2013,80.43,80.620003,80.050003,80.580002,80.580002,0
17/02/2013,null,null,null,null,null,null
19/02/2013,80.639999,80.730003,80.43,80.470001,80.470001,0
20/02/2013,80.419998,81.120003,80.269997,81.089996,81.089996,0
21/02/2013,81.080002,81.510002,80.269997,81.459999,81.459999,0
22/02/2013,81.370003,81.589996,81.029999,81.480003,81.480003,0
24/02/2013,null,null,null,null,null,null
25/02/2013,81.620003,81.919998,81.07,81.669998,81.669998,0
26/02/2013,81.830002,81.949997,81.07,81.870003,81.870003,0
27/02/2013,81.860001,81.949997,81.5,81.599998,81.599998,0
28/02/2013,81.510002,81.989998,81.470001,81.980003,81.980003,0
1/03/2013,81.919998,82.510002,81.470001,82.309998,82.309998,0
3/03/2013,null,null,null,null,null,null
4/03/2013,82.300003,82.470001,82.160004,82.220001,82.220001,0
5/03/2013,82.129997,82.470001,81.900002,82.089996,82.089996,0
6/03/2013,82.029999,82.599998,81.900002,82.459999,82.459999,0
7/03/2013,82.559998,82.599998,81.93,82.080002,82.080002,0
8/03/2013,82.099998,82.919998,81.959999,82.699997,82.699997,0
10/03/2013,null,null,null,null,null,null
11/03/2013,82.809998,82.860001,82.519997,82.57,82.57,0
12/03/2013,82.660004,82.830002,82.410004,82.580002,82.580002,0
13/03/2013,82.599998,83.059998,82.330002,82.889999,82.889999,0
14/03/2013,82.900002,83.169998,82.330002,82.610001,82.610001,0
15/03/2013,82.550003,83.169998,82.050003,82.260002,82.260002,0
17/03/2013,null,null,null,null,null,null
18/03/2013,82.790001,82.879997,82.440002,82.690002,82.690002,0
19/03/2013,82.720001,83.099998,82.440002,82.989998,82.989998,0
20/03/2013,83.040001,83.099998,82.57,82.779999,82.779999,0
21/03/2013,82.879997,83.019997,82.68,82.800003,82.800003,0
22/03/2013,82.809998,83.019997,82.290001,82.529999,82.529999,0
24/03/2013,null,null,null,null,null,null
25/03/2013,82.449997,82.949997,82.150002,82.870003,82.870003,0
26/03/2013,82.889999,82.980003,82.150002,82.879997,82.879997,0
27/03/2013,82.870003,83.300003,82.839996,83.209999,83.209999,0
28/03/2013,83.199997,83.300003,82.830002,82.989998,82.989998,0
29/03/2013,null,null,null,null,null,null
31/03/2013,null,null,null,null,null,null
1/04/2013,83.040001,83.18,82.650002,82.730003,82.730003,0
2/04/2013,82.720001,82.949997,82.489998,82.940002,82.940002,0
3/04/2013,82.489998,83.07,82.489998,82.720001,82.720001,0
4/04/2013,82.620003,83.489998,82.620003,82.68,82.68,0
5/04/2013,82.269997,83.489998,82.269997,82.5,82.5,0
7/04/2013,null,null,null,null,null,null
8/04/2013,82.489998,82.830002,82.489998,82.75,82.75,0
9/04/2013,82.279999,82.830002,82.279999,82.309998,82.309998,0
10/04/2013,82.230003,82.699997,82.230003,82.529999,82.529999,0
11/04/2013,82.07,82.580002,82.07,82.25,82.25,0
12/04/2013,82.050003,82.580002,82.050003,82.309998,82.309998,0
14/04/2013,null,null,null,null,null,null
15/04/2013,81.959999,82.440002,81.959999,82.419998,82.419998,0
16/04/2013,81.720001,82.519997,81.720001,81.75,81.75,0
17/04/2013,81.82,82.699997,81.82,82.660004,82.660004,0
18/04/2013,82.639999,82.660004,82.349998,82.550003,82.550003,0
19/04/2013,82.309998,82.779999,82.309998,82.709999,82.709999,0
21/04/2013,null,null,null,null,null,null
22/04/2013,82.309998,82.910004,82.309998,82.68,82.68,0
23/04/2013,82.639999,83.059998,82.519997,83.029999,83.029999,0
24/04/2013,83.010002,83.190002,82.849998,82.93,82.93,0
25/04/2013,82.400002,83.190002,82.400002,82.739998,82.739998,0
26/04/2013,82.809998,82.839996,82.389999,82.480003,82.480003,0
28/04/2013,null,null,null,null,null,null
29/04/2013,82.040001,82.489998,82.040001,82.150002,82.150002,0
30/04/2013,82.160004,82.269997,81.599998,81.730003,81.730003,0
1/05/2013,81.709999,81.739998,81.330002,81.639999,81.639999,0
2/05/2013,81.620003,82.349998,81.510002,82.209999,82.209999,0
3/05/2013,82.220001,82.519997,81.910004,82.099998,82.099998,0
5/05/2013,null,null,null,null,null,null
6/05/2013,81.980003,82.410004,81.980003,82.32,82.32,0
7/05/2013,82.32,82.349998,82.07,82.300003,82.300003,0
8/05/2013,81.720001,82.349998,81.720001,81.900002,81.900002,0
9/05/2013,81.720001,82.82,81.720001,82.790001,82.790001,0
10/05/2013,81.779999,83.440002,81.779999,83.139999,83.139999,0
12/05/2013,null,null,null,null,null,null
13/05/2013,83.239998,83.360001,83.07,83.260002,83.260002,0
14/05/2013,83.199997,83.599998,82.959999,83.57,83.57,0
15/05/2013,82.959999,84.089996,82.959999,83.830002,83.830002,0
16/05/2013,83.800003,84,83.449997,83.769997,83.769997,0
17/05/2013,83.730003,84.370003,83.720001,84.279999,84.279999,0
19/05/2013,null,null,null,null,null,null
20/05/2013,84.209999,84.260002,83.699997,83.809998,83.809998,0
21/05/2013,83.650002,84.260002,83.650002,83.860001,83.860001,0
22/05/2013,83.790001,84.419998,83.459999,84.25,84.25,0
23/05/2013,83.800003,83.800003,83.800003,83.800003,83.800003,0
24/05/2013,83.43,84.5,83.43,83.699997,83.699997,0
26/05/2013,null,null,null,null,null,null
28/05/2013,83.669998,84.239998,83.639999,84.139999,84.139999,0
29/05/2013,84.300003,84.370003,83.480003,83.639999,83.639999,0
30/05/2013,83.639999,83.709999,82.980003,83.010002,83.010002,0
31/05/2013,82.959999,83.709999,82.959999,83.379997,83.379997,0
2/06/2013,null,null,null,null,null,null
3/06/2013,83.309998,83.379997,82.43,82.68,82.68,0
4/06/2013,82.709999,82.980003,82.599998,82.769997,82.769997,0
5/06/2013,82.800003,82.889999,82.489998,82.57,82.57,0
6/06/2013,82.529999,82.68,81.080002,81.519997,81.519997,0
7/06/2013,81.559998,81.849998,81.089996,81.690002,81.690002,0
9/06/2013,null,null,null,null,null,null
10/06/2013,81.599998,82.089996,81.599998,81.650002,81.650002,0
11/06/2013,81.690002,81.75,81.040001,81.059998,81.059998,0
12/06/2013,81.089996,81.309998,80.75,80.959999,80.959999,0
13/06/2013,80.900002,80.989998,80.5,80.620003,80.620003,0
14/06/2013,80.5,81.010002,80.5,80.669998,80.669998,0
16/06/2013,null,null,null,null,null,null
17/06/2013,80.620003,80.879997,80.540001,80.57,80.57,0
18/06/2013,80.629997,80.989998,80.559998,80.620003,80.620003,0
19/06/2013,80.5,81.5,80.5,81.43,81.43,0
20/06/2013,81.410004,82.150002,81.269997,81.839996,81.839996,0
21/06/2013,81.269997,82.519997,81.269997,82.32,82.32,0
23/06/2013,null,null,null,null,null,null
24/06/2013,82.309998,82.839996,82.309998,82.43,82.43,0
25/06/2013,82.239998,82.839996,82.239998,82.580002,82.580002,0
26/06/2013,82.690002,83.029999,82.510002,82.949997,82.949997,0
27/06/2013,82.93,83.169998,82.769997,82.910004,82.910004,0
28/06/2013,83,83.339996,82.760002,83.169998,83.169998,0
30/06/2013,null,null,null,null,null,null
1/07/2013,83.199997,83.230003,82.970001,82.980003,82.980003,0
2/07/2013,82.970001,83.610001,82.970001,83.540001,83.540001,0
3/07/2013,82.970001,83.720001,82.970001,83.230003,83.230003,0
5/07/2013,83.860001,84.529999,83.830002,84.419998,84.419998,0
7/07/2013,null,null,null,null,null,null
8/07/2013,84.489998,84.589996,84.150002,84.199997,84.199997,0
9/07/2013,84.089996,84.75,84.089996,84.580002,84.580002,0
10/07/2013,83.169998,84.75,83.169998,84.040001,84.040001,0
11/07/2013,82.279999,84.730003,82.279999,82.75,82.75,0
12/07/2013,82.419998,83.25,82.419998,82.989998,82.989998,0
14/07/2013,null,null,null,null,null,null
15/07/2013,82.870003,83.459999,82.870003,83.040001,83.040001,0
16/07/2013,83.129997,83.150002,82.400002,82.43,82.43,0
17/07/2013,82.339996,83.110001,82.339996,82.709999,82.709999,0
18/07/2013,82.339996,83.029999,82.339996,82.82,82.82,0
19/07/2013,82.800003,82.940002,82.519997,82.580002,82.580002,0
21/07/2013,null,null,null,null,null,null
22/07/2013,82.610001,82.610001,82.050003,82.220001,82.220001,0
23/07/2013,82.18,82.379997,81.93,82.010002,82.010002,0
24/07/2013,82.019997,82.410004,81.940002,82.300003,82.300003,0
25/07/2013,81.620003,82.410004,81.620003,81.970001,81.970001,0
26/07/2013,81.769997,81.830002,81.550003,81.620003,81.620003,0
28/07/2013,null,null,null,null,null,null
29/07/2013,81.5,81.830002,81.5,81.660004,81.660004,0
30/07/2013,81.709999,81.980003,81.580002,81.830002,81.830002,0
31/07/2013,81.410004,82.190002,81.410004,81.449997,81.449997,0
1/08/2013,81.410004,82.410004,81.410004,82.339996,82.339996,0
2/08/2013,81.610001,82.489998,81.610001,81.910004,81.910004,0
4/08/2013,null,null,null,null,null,null
5/08/2013,81.75,82.489998,81.75,81.879997,81.879997,0
6/08/2013,81.510002,82.089996,81.510002,81.599998,81.599998,0
7/08/2013,81.230003,81.959999,81.230003,81.290001,81.290001,0
8/08/2013,81.260002,81.360001,80.870003,81.010002,81.010002,0
